Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,430111
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,424817
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,8111
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,75905
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,68377
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,2786
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,8288
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,6462
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,349
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,15738
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,14868
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,212
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,32816
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,32854
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,694
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,8885
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,9066
201108,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,144237
201108,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,142915
201108,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,4966
201108,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,4301
201108,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,10625
201108,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,10452
201108,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,8035
201108,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,7828
201109,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,2921
201109,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,3287
201109,Air Berlin,AB,Air Berlin,AB,International,Europe,Deplaned,Other,International,A,2911
201109,Air Berlin,AB,Air Berlin,AB,International,Europe,Enplaned,Other,International,A,2851
201109,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,International,A,15383
201109,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,International,A,15949
201109,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,International,G,10242
201109,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,International,G,10633
201109,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,7151
201109,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,6806
201109,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,17189
201109,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,17186
201109,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,6413
201109,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,7004
201109,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,16129
201109,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,17019
201109,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,36420
201109,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,34644
201109,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,6124
201109,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,6512
201109,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6310
201109,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6389
201109,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,131379
201109,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,132304
201109,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,7177
201109,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,6283
201109,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,18638
201109,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,19171
201109,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,18319
201109,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,17488
201109,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,7291
201109,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,8443
201109,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,125994
201109,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,128211
201109,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,4890
201109,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,4942
201109,EVA Airways,,EVA Airways,,International,Asia,Deplaned,Other,International,G,9855
201109,EVA Airways,,EVA Airways,,International,Asia,Enplaned,Other,International,G,10648
201109,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,G,7545
201109,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,G,8478
201109,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,21567
201109,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,20696
201109,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,7084
201109,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,6706
201109,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5054
201109,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,5757
201109,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5739
201109,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6113
201109,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Deplaned,Low Fare,International,A,39613
201109,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,41247
201109,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,11977
201109,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,12100
201109,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,6318
201109,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,5345
201109,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Other,International,A,2209
201109,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Other,International,A,2114
201109,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,23062
201109,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,23064
201109,Mesa Airlines,YV,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,4591
201109,Mesa Airlines,YV,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,4158
201109,Mesaba Airlines,XJ,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,634
201109,Mesaba Airlines,XJ,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,736
201109,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,7398
201109,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,6443
201109,Servisair,,Servisair,,Domestic,US,Deplaned,Low Fare,International,A,98
201109,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,12530
201109,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,12684
201109,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,18611
201109,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,18621
201109,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,136682
201109,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,137680
201109,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,2564
201109,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,9132
201109,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,11335
201109,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,124255
201109,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,123149
201109,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,21
201109,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,2944
201109,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,3082
201109,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6389
201109,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,6220
201109,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,4450
201109,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,4023
201109,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,66541
201109,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,67406
201109,United Airlines,CO,United Airlines,CO,Domestic,US,Deplaned,Other,Terminal 3,F,77469
201109,United Airlines,CO,United Airlines,CO,Domestic,US,Enplaned,Other,Terminal 3,F,81028
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,25478
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,20480
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,20545
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,20992
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,252
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,390363
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,398852
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,4788
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,67998
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,62785
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,2372
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,9606
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,8796
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,513
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,17274
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,16922
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,157
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,31108
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,32499
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,460
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,5214
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,5440
201109,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,129293
201109,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,132581
201109,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,2871
201109,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,2977
201109,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,10619
201109,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,10786
201109,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,6893
201109,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,6888
201110,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,2901
201110,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,3412
201110,Air Berlin,AB,Air Berlin,AB,International,Europe,Deplaned,Other,International,A,1325
201110,Air Berlin,AB,Air Berlin,AB,International,Europe,Enplaned,Other,International,A,1315
201110,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,International,A,13385
201110,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,International,A,13353
201110,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,International,G,10952
201110,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,International,G,10926
201110,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,7145
201110,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,7080
201110,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,15319
201110,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,15040
201110,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,6372
201110,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,8529
201110,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,16629
201110,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,17120
201110,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,33749
201110,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,33101
201110,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,7176
201110,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,7790
201110,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6600
201110,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6497
201110,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,137640
201110,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,136516
201110,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,6638
201110,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,7276
201110,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,19281
201110,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,18820
201110,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,16520
201110,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,21900
201110,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,7014
201110,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,8698
201110,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,122687
201110,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,123612
201110,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,3858
201110,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,4018
201110,EVA Airways,,EVA Airways,,International,Asia,Deplaned,Other,International,G,10018
201110,EVA Airways,,EVA Airways,,International,Asia,Enplaned,Other,International,G,10970
201110,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,G,7516
201110,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,G,9664
201110,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,22150
201110,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,21375
201110,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,6963
201110,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7223
201110,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5003
201110,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,5688
201110,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5455
201110,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5191
201110,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Deplaned,Low Fare,International,A,42421
201110,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,42650
201110,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,11561
201110,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,11427
201110,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,5352
201110,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,5949
201110,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Other,International,A,2159
201110,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Other,International,A,2025
201110,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,22232
201110,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,20719
201110,Mesa Airlines,YV,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,4346
201110,Mesa Airlines,YV,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,4017
201110,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,7065
201110,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,8330
201110,Servisair,,Servisair,,Domestic,US,Deplaned,Low Fare,International,A,48
201110,Servisair,,Servisair,,Domestic,US,Enplaned,Low Fare,International,A,48
201110,Servisair,,Servisair,,International,Europe,Deplaned,Low Fare,International,A,16
201110,Servisair,,Servisair,,International,Europe,Enplaned,Low Fare,International,A,16
201110,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,11708
201110,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13643
201110,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,21543
201110,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,22778
201110,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,140958
201110,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,140569
201110,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,2717
201110,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,9354
201110,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,11871
201110,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,126650
201110,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,125743
201110,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,85
201110,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,3083
201110,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,3309
201110,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6437
201110,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,6070
201110,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,4065
201110,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,4796
201110,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,68725
201110,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,68008
201110,United Airlines,CO,United Airlines,CO,Domestic,US,Deplaned,Other,Terminal 3,F,80445
201110,United Airlines,CO,United Airlines,CO,Domestic,US,Enplaned,Other,Terminal 3,F,78529
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,24981
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,21688
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,21314
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,21183
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,269
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,404970
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,402482
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,5094
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,65655
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,71642
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,2454
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,7212
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,9800
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,641
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,16141
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,15088
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,195
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,29211
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,28694
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,501
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,5167
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,5650
201110,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,131787
201110,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,132060
201110,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,3610
